Season,Club (grouped),Club,First Name,Last Name,Position,Total Compensation,Base Salary
2016,FCD,DAL,Maximiliano,Urruti,F,"$250,000 ","$250,000 "
2016,LAG,LA,Mike,Magee,M,"$250,000 ","$250,000 "
2016,MTL,MTL,Victor,Cabrera,D,"$250,000 ","$250,000 "
2016,NE,NE,Teal,Bunbury,F,"$250,000 ","$205,000 "
2016,ORL,ORL,Matias,Perez,F,"$250,000 ","$250,000 "
2016,TFC,TOR,Drew,Moor,D,"$250,000 ","$235,000 "
2016,HOU,HOU,Boniek,Garcia,M,"$247,500 ","$225,000 "
2016,TFC,TOR,Steven,Beitashour,D,"$244,000 ","$230,000 "
2016,SJ,SJ,Anibal,Godoy,M,"$242,250 ","$216,000 "
2016,NE,NE,Kelyn,Rowe,M,"$241,000 ","$160,000 "
2016,FCD,DAL,Kellyn,Acosta,M,"$240,000 ","$220,000 "
2016,DC,DC,Lloyd,Sam,M-F,"$240,000 ","$230,000 "
2016,KC,KC,Justin,Mapp,M,"$239,070 ","$224,070 "
2016,CLB,CLB,Steve,Clark,GK,"$238,333 ","$220,000 "
2016,HOU,HOU,Cristian,Maidana,M,"$237,600 ","$223,850 "
2016,DC,DC,Nick,DeLeon,M,"$235,000 ","$235,000 "
2016,MTL,MTL,Dominic,Oduro,F,"$235,000 ","$235,000 "
2016,RSL,RSL,Chris,Wingert,D,"$235,000 ","$235,000 "
2016,RSL,RSL,Stephen,Sunday,M,"$233,000 ","$220,000 "
2016,POR,POR,Darren,Mattocks,F,"$231,667 ","$215,000 "
2016,NYC,NYCFC,Jefferson,Mena,D,"$231,400 ","$220,000 "
2016,NE,NE,Andrew,Farrell,D,"$229,500 ","$148,500 "
2016,LAG,LA,Robbie,Rogers,M,"$228,500 ","$220,000 "
2016,RBNY,NYRB,Omer,Damari,F,"$228,500 ","$228,500 "
2016,COL,COL,Sam,Cronin,M,"$227,500 ","$225,000 "
2016,LAG,LA,AJ,DeLaGarza,D,"$227,500 ","$225,000 "
2016,DC,DC,Patrick,Nyarko,F-M,"$225,750 ","$210,000 "
2016,VAN,VAN,Blas,Perez,F,"$225,750 ","$215,000 "
2016,KC,KC,Chance,Myers,D,"$225,000 ","$200,000 "
2016,KC,KC,Paulo,Nagamura,M,"$225,000 ","$225,000 "
2016,PHI,PHI,CJ,Sapong,F,"$225,000 ","$225,000 "
2016,CLB,CLB,Waylon,Francis,D,"$224,375 ","$200,000 "
2016,SJ,SJ,Marvell,Wynne,D,"$224,375 ","$213,750 "
2016,FCD,DAL,Zach,Loyd,D,"$221,667 ","$200,000 "
2016,RSL,RSL,Anthony,Beltran,D,"$220,950 ","$210,000 "
2016,TFC,TOR,Justin,Morrow,D,"$216,667 ","$200,000 "
2016,MTL,MTL,Hernan,Bernardello,M,"$216,000 ","$216,000 "
2016,RSL,RSL,Jamison,Olave,D,"$215,000 ","$215,000 "
2016,DC,DC,Davy,Arnaud,M,"$212,500 ","$212,500 "
2016,MTL,MTL,Johan,Venegas,M,"$212,500 ","$200,000 "
2016,NYC,NYCFC,Jason,Hernandez,D,"$210,000 ","$200,000 "
2016,CLB,CLB,Nicolai,Naess,D,"$207,504 ","$200,004 "
2016,NYC,NYCFC,Stiven,Mendoza,F,"$207,276 ","$207,276 "
2016,SEA,SEA,Stefan,Frei,GK,"$206,250 ","$200,000 "
2016,RBNY,NYRB,Kemar,Lawrence,D,"$205,600 ","$100,000 "
2016,POR,POR,Vytautas,Andriuskevicius,D,"$204,992 ","$184,992 "
2016,FCD,DAL,Juan Esteban,Ortiz,M,"$204,500 ","$160,000 "
2016,CHI,CHI,John,Goossens,M,"$203,333 ","$200,000 "
2016,NYC,NYCFC,Andoni,Iraola,D,"$200,004 ","$200,004 "
2016,KC,KC,Soni,Mustivar,M,"$200,000 ","$200,000 "
2016,RSL,RSL,Yura,Movsisyan,F,"$200,000 ","$200,000 "
2016,SJ,SJ,Darwin,Ceren,M,"$199,375 ","$150,000 "
2016,KC,KC,Diego,Rubio Kostner,F,"$196,875 ","$180,000 "
2016,LAG,LA,Dan,Kennedy,GK,"$195,400 ","$180,000 "
2016,COL,COL,Sean,St. Ledger,D,"$194,375 ","$191,875 "
2016,PHI,PHI,Joshua,Yaro,D,"$194,000 ","$130,000 "
2016,TFC,TOR,Armando,Cooper,M,"$193,333 ","$180,000 "
2016,ORL,ORL,Jose,Aja,D,"$192,000 ","$192,000 "
2016,VAN,VAN,Christian,Dean,D,"$191,000 ","$110,000 "
2016,SJ,SJ,Alberto,Quintero,M,"$190,717 ","$169,992 "
2016,SEA,SEA,Jordan,Morris,F,"$190,500 ","$178,000 "
2016,HOU,HOU,Andrew,Wenger,M,"$190,000 ","$190,000 "
2016,MTL,MTL,Matteo,Mancosu,F,"$189,000 ","$189,000 "
2016,DC,DC,Lamar,Neagle,M-F,"$187,833 ","$185,000 "
2016,CLB,CLB,Justin,Meram,M,"$185,000 ","$175,000 "
2016,SEA,SEA,Tyrone,Mears,D,"$184,000 ","$175,000 "
2016,VAN,VAN,Russell,Teibert,M,"$182,500 ","$115,000 "
2016,MTL,MTL,Hassoun,Camara,D,"$180,000 ","$180,000 "
2016,SJ,SJ,Steven,Lenhart,F,"$179,083 ","$170,000 "
2016,HOU,HOU,Eric,Alexander,M,"$178,750 ","$165,000 "
2016,CLB,CLB,Wil,Trapp,M,"$178,250 ","$151,250 "
2016,ORL,ORL,Cyle,Larin,F,"$177,000 ","$135,000 "
2016,FCD,DAL,Norberto,Paparatto,D,"$175,000 ","$175,000 "
2016,LAG,LA,Jeff,Larentowicz,M,"$175,000 ","$175,000 "
2016,NYC,NYCFC,Ronald,Matarrita,D,"$175,000 ","$150,000 "
2016,RSL,RSL,Joao,Plata,F,"$175,000 ","$175,000 "
2016,TFC,TOR,Jonathan,Osorio,M,"$174,571 ","$166,750 "
2016,FCD,DAL,,Alves Dos Santos Getterson,F,"$174,500 ","$144,000 "
2016,HOU,HOU,Collen,Warner,M,"$174,434 ","$146,934 "
2016,PHI,PHI,Anderson,Conceicao,D,"$174,167 ","$150,000 "
2016,FCD,DAL,Walker,Zimmerman,D,"$174,000 ","$174,000 "
2016,POR,POR,Diego,Chara,M,"$172,000 ","$150,000 "
2016,HOU,HOU,Sheanon,Williams,D,"$171,500 ","$162,500 "
2016,FCD,DAL,Fabian,Castillo,M-F,"$170,750 ","$155,750 "
2016,HOU,HOU,Tyler,Deric,GK,"$170,000 ","$170,000 "
2016,LAG,LA,Alan,Gordon,F,"$170,000 ","$170,000 "
2016,SJ,SJ,Shea,Salinas,M,"$166,458 ","$163,125 "
2016,LAG,LA,Leonardo,Da Silva,D,"$165,000 ","$160,000 "
2016,NE,NE,Diego,Fagundez,M,"$165,000 ","$145,000 "
2016,VAN,VAN,Jordan,Harvey,D,"$165,000 ","$165,000 "
2016,NYC,NYCFC,Jack,Harrison,M,"$160,500 ","$125,000 "
2016,RSL,RSL,Luke,Mulholland,M,"$160,008 ","$160,008 "
2016,CHI,CHI,Razvan,Cocis,M,"$160,000 ","$160,000 "
2016,RSL,RSL,Olmes,Garcia,F,"$160,000 ","$160,000 "
2016,TFC,TOR,Benoit,Cheyrou,M,"$159,333 ","$150,000 "
2016,RBNY,NYRB,Mike,Grella,F,"$157,250 ","$155,000 "
2016,VAN,VAN,Kekuta,Manneh,M-F,"$157,000 ","$127,500 "
2016,SJ,SJ,Tommy,Thompson,M,"$155,000 ","$150,000 "
2016,NE,NE,Robert,Shuttleworth,GK,"$154,375 ","$137,500 "
2016,ORL,ORL,Richmond,Laryea,M,"$154,000 ","$125,000 "
2016,SJ,SJ,David,Bingham,GK,"$152,750 ","$145,000 "
2016,KC,KC,Tim,Melia,GK,"$152,500 ","$150,000 "
2016,PHI,PHI,Raymon,Gaddis,D,"$152,500 ","$150,000 "
2016,FCD,DAL,Matt,Hedges,D,"$152,000 ","$152,000 "
2016,HOU,HOU,,Monteiro de Lima Alex,M,"$152,000 ","$152,000 "
2016,ORL,ORL,Sebastian,Hines,D,"$151,250 ","$150,000 "
2016,PHI,PHI,Fabinho,Fabinho,D,"$150,008 ","$142,008 "
2016,LAG,LA,Baggio,Husidic,M,"$150,000 ","$150,000 "
2016,NYC,NYCFC,Josh,Saunders,GK,"$150,000 ","$150,000 "
2016,POR,POR,Ned,Grabavoy,M,"$150,000 ","$150,000 "
2016,POR,POR,Jermaine,Taylor,D,"$150,000 ","$150,000 "
2016,CHI,CHI,Khaly,Thiam,M,"$149,000 ","$144,000 "
2016,ORL,ORL,Joe,Bendik,GK,"$147,667 ","$140,000 "
2016,POR,POR,Jack,Jewsbury,M,"$147,000 ","$140,000 "
2016,MTL,MTL,Eric,Kronberg,GK,"$145,200 ","$145,200 "
2016,KC,KC,Jacob,Peterson,F,"$144,625 ","$137,750 "
2016,FCD,DAL,Atiba,Harris,M-F,"$143,000 ","$143,000 "
2016,CHI,CHI,David,Arshakyan,F,"$142,850 ","$120,000 "
2016,SJ,SJ,Sanna,Nyassi,M,"$141,250 ","$135,000 "
2016,COL,COL,Zac,MacMath,GK,"$140,004 ","$140,004 "
2016,MTL,MTL,Patrice,Bernier,M,"$140,000 ","$95,000 "
2016,RBNY,NYRB,Damien,Perrinelle,D,"$140,000 ","$140,000 "
2016,PHI,PHI,Walter,Restrepo,M,"$139,500 ","$125,000 "
2016,FCD,DAL,Maynor,Figueroa,D,"$138,333 ","$115,000 "
2016,PHI,PHI,Andre,Blake,GK,"$138,000 ","$100,000 "
2016,FCD,DAL,Chris,Seitz,GK,"$136,000 ","$136,000 "
2016,RSL,RSL,Demar,Phillips,D,"$135,333 ","$127,500 "
2016,NYC,NYCFC,Diego,Martinez,D,"$135,000 ","$135,000 "
2016,NE,NE,Chris,Tierney,D-M,"$133,333 ","$125,000 "
2016,KC,KC,Bernardo,Anor,M,"$132,624 ","$132,624 "
2016,FCD,DAL,Victor,Ulloa,M,"$132,500 ","$130,000 "
2016,HOU,HOU,Agustin,Iniguez,D,"$132,000 ","$132,000 "
2016,NE,NE,Daigo,Kobayashi,M,"$132,000 ","$120,000 "
2016,TFC,TOR,Ashtone,Morgan,D,"$132,000 ","$120,000 "
2016,KC,KC,Ike,Opara,D,"$131,250 ","$125,000 "
2016,TFC,TOR,Josh,Williams,D,"$131,250 ","$131,250 "
2016,FCD,DAL,Carlos,Lizarazo,M-F,"$130,633 ","$62,508 "
2016,ORL,ORL,Kevin,Alston,D,"$130,000 ","$130,000 "
2016,MTL,MTL,Harrison,Shipp,M,"$129,500 ","$104,500 "
2016,PHI,PHI,Brian,Carroll,M,"$128,000 ","$120,000 "
2016,CHI,CHI,Joao,Meira,D-M,"$126,500 ","$110,000 "
2016,DC,DC,Patrick,Mullins,F,"$126,250 ","$96,250 "
2016,POR,POR,Dairon,Asprilla,M-F,"$126,000 ","$76,000 "
2016,PHI,PHI,Warren,Creavalle,M,"$125,667 ","$118,000 "
2016,RBNY,NYRB,Shaun,Wright-Phillips,M,"$125,500 ","$100,000 "
2016,PHI,PHI,Fabian,Herbers,M-F,"$125,500 ","$100,000 "
2016,CHI,CHI,Michael,Harrington,D,"$125,000 ","$125,000 "
2016,TFC,TOR,Eriq,Zavaleta,D,"$124,100 ","$93,500 "
2016,RSL,RSL,Omar,Holness,F,"$123,500 ","$100,000 "
2016,VAN,VAN,Jordan,Smith,D,"$122,743 ","$115,000 "
2016,FCD,DAL,Ryan,Hollingshead,M-D,"$122,500 ","$122,500 "
2016,ORL,ORL,Kevin,Molino,M,"$121,400 ","$110,000 "
2016,VAN,VAN,Erik,Hurtado,F/M,"$121,092 ","$86,092 "
2016,CLB,CLB,Mohammed,Saeid,M,"$120,000 ","$110,000 "
2016,COL,COL,Marc,Burch,D,"$120,000 ","$120,000 "
2016,CHI,CHI,Arturo,Alvarez,M,"$118,264 ","$115,000 "
2016,ORL,ORL,Conor,Donovan,D,"$118,000 ","$90,000 "
2016,MTL,MTL,Evan,Bush,GK,"$117,500 ","$117,500 "
2016,SEA,SEA,Cristian,Roldan,M,"$117,000 ","$95,000 "
2016,NE,NE,Darrius,Barnes,D,"$116,667 ","$110,000 "
2016,DC,DC,Chris,Korb,D,"$116,380 ","$108,900 "
2016,DC,DC,Steven,Birnbaum,D,"$116,350 ","$86,350 "
2016,MTL,MTL,Calum,Mallace,M,"$116,250 ","$100,000 "
2016,COL,COL,Bobby,Burling,D,"$116,000 ","$110,000 "
2016,NE,NE,Je-Vaughn,Watson,D-M,"$115,671 ","$110,004 "
2016,LAG,LA,Sebastian,Lletget,M,"$115,500 ","$110,000 "
2016,CHI,CHI,Michael,Stephens,M,"$115,000 ","$105,000 "
2016,CLB,CLB,Tyson,Wahl,D,"$115,000 ","$115,000 "
2016,KC,KC,Lawrence,Olum,M,"$115,000 ","$105,000 "
2016,SJ,SJ,Cordell,Cato,M,"$114,167 ","$112,500 "
2016,VAN,VAN,David,Edgar,D,"$113,417 ","$105,000 "
2016,PHI,PHI,Charlie,Davies,F,"$113,316 ","$108,938 "
2016,COL,COL,Marlon,Hairston,D-M,"$113,000 ","$90,000 "
2016,CHI,CHI,Eric,Gehrig,D,"$112,708 ","$106,875 "
2016,KC,KC,Seth,Sinovic,D,"$112,667 ","$105,000 "
2016,RSL,RSL,Justen,Glad,D,"$111,000 ","$100,000 "
2016,POR,POR,Gbenga,Arokoyo,D,"$110,600 ","$90,000 "
2016,CHI,CHI,Nick,LaBrocca,M,"$110,000 ","$110,000 "
2016,COL,COL,Marco,Pappa,M,"$110,000 ","$110,000 "
2016,MTL,MTL,Andres,Romero,M,"$110,000 ","$110,000 "
2016,NE,NE,Scott,Caldwell,M,"$110,000 ","$100,000 "
2016,NYC,NYCFC,Federico,Bravo,M,"$110,000 ","$110,000 "
2016,RSL,RSL,Jordan,Allen,M,"$110,000 ","$100,000 "
2016,HOU,HOU,Keyner,Brown,D,"$108,000 ","$108,000 "
2016,TFC,TOR,Clint,Irwin,GK,"$107,625 ","$95,625 "
2016,RBNY,NYRB,Sean,Davis,M,"$107,500 ","$90,000 "
2016,CLB,CLB,Corey,Ashe,D,"$105,500 ","$95,000 "
2016,CLB,CLB,Conor,Casey,F,"$105,000 ","$105,000 "
2016,CLB,CLB,Hector,Jimenez,M,"$105,000 ","$105,000 "
2016,FCD,DAL,Moises,Hernandez,D,"$105,000 ","$100,000 "
2016,DC,DC,Kofi,Opare,D,"$105,000 ","$90,000 "
2016,RBNY,NYRB,Sal,Zizzo,M,"$105,000 ","$105,000 "
2016,POR,POR,Alvas,Powell,D,"$103,700 ","$95,000 "
2016,SJ,SJ,Shaun,Francis,D,"$103,333 ","$95,000 "
2016,ORL,ORL,Tommy,Redding,D,"$102,500 ","$95,000 "
2016,TFC,TOR,Marco,Delgado,M,"$102,500 ","$100,000 "
2016,TFC,TOR,Mark,Bloom,D,"$101,849 ","$94,500 "
2016,COL,COL,Zach,Pfeffer,M,"$101,000 ","$101,000 "
2016,CLB,CLB,Zack,Steffen,GK,"$100,008 ","$100,008 "
2016,DC,DC,Taylor,Kemp,D,"$100,000 ","$100,000 "
2016,LAG,LA,Emmanuel,Boateng,F,"$100,000 ","$100,000 "
2016,MTL,MTL,Ambroise,Bitolo,D,"$100,000 ","$100,000 "
2016,SJ,SJ,Jordan,Stewart,M-D,"$100,000 ","$100,000 "
2016,ORL,ORL,Servando,Carrasco,M,"$99,625 ","$95,000 "
2016,CHI,CHI,Matt,Polster,M,"$99,000 ","$84,000 "
2016,FCD,DAL,Tesho,Akindele,F-M,"$97,500 ","$80,000 "
2016,MTL,MTL,Romario,Williams,F,"$97,000 ","$75,000 "
2016,POR,POR,Jake,Gleeson,GK,"$96,723 ","$91,556 "
2016,ORL,ORL,Rafael,Ramos,D,"$96,000 ","$96,000 "
2016,SJ,SJ,Chad,Barrett,F,"$95,500 ","$90,000 "
2016,RSL,RSL,Jeff,Attinella,GK,"$95,083 ","$90,000 "
2016,HOU,HOU,Joe,Willis,GK,"$94,500 ","$94,500 "
2016,NYC,NYCFC,Khiry,Shelton,F,"$94,500 ","$77,000 "
2016,RSL,RSL,Pedro,Baez Benitez,F,"$94,325 ","$62,500 "
2016,MTL,MTL,Kyle,Bekker,M,"$94,192 ","$67,942 "
2016,TFC,TOR,Jay,Chapman,M,"$93,500 ","$75,000 "
2016,POR,POR,Chris,Klute,D,"$91,922 ","$86,625 "
2016,CHI,CHI,Brandon,Vincent,D,"$91,875 ","$70,000 "
2016,NYC,NYCFC,Tony,Taylor,F,"$91,875 ","$82,500 "
2016,HOU,HOU,David,Horst,D,"$91,344 ","$88,594 "
2016,SJ,SJ,Fatai,Alashe,M,"$90,500 ","$74,250 "
2016,CLB,CLB,Ben,Swanson,M,"$90,417 ","$70,000 "
2016,COL,COL,Mekeil,Williams,D,"$90,000 ","$85,000 "
2016,LAG,LA,Jose,Villarreal,F,"$90,000 ","$90,000 "
2016,ORL,ORL,Julio,Baptista,M-F,"$90,000 ","$90,000 "
2016,POR,POR,Zarek,Valentin,D,"$90,000 ","$90,000 "
2016,DC,DC,Collin,Martin,M,"$89,167 ","$75,000 "
2016,POR,POR,Ben,Zemanski,M,"$89,000 ","$85,000 "
2016,RSL,RSL,Aaron,Maund,D,"$88,450 ","$85,000 "
2016,PHI,PHI,John,McCarthy,GK,"$88,250 ","$79,000 "
2016,VAN,VAN,Nicolas,Mezquida,M-F,"$88,000 ","$88,000 "
2016,SJ,SJ,Andres,Imperiale,D,"$87,500 ","$85,000 "
2016,VAN,VAN,Andrew,Jacobson,M,"$87,500 ","$62,500 "
2016,FCD,DAL,Coy,Craft,F-M,"$87,083 ","$70,000 "
2016,DC,DC,Jalen,Robinson,D,"$87,000 ","$75,000 "
2016,NYC,NYCFC,Mehdi,Ballouchy,M,"$86,663 ","$71,663 "
2016,NE,NE,Brad,Knighton,GK,"$86,105 ","$86,105 "
2016,RSL,RSL,Boyd,Okwuonu,D,"$86,000 ","$66,000 "
2016,DC,DC,Andrew,Dykstra,GK,"$85,700 ","$75,000 "
2016,TFC,TOR,Alex,Bono,GK,"$85,200 ","$65,000 "
2016,CHI,CHI,Luis,Solignac,F,"$85,000 ","$85,000 "
2016,COL,COL,Juan Edgardo,Ramirez,M,"$85,000 ","$85,000 "
2016,HOU,HOU,Mauro,Manotas,F,"$85,000 ","$85,000 "
2016,NYC,NYCFC,Thomas,McNamara,M,"$85,000 ","$73,500 "
2016,VAN,VAN,Tim,Parker,D,"$84,750 ","$66,000 "
2016,DC,DC,Julian,Buescher,M,"$84,700 ","$70,000 "
2016,SJ,SJ,Marc,Pelosi,M,"$84,500 ","$72,000 "
2016,CHI,CHI,Rodrigo,Ramos,D,"$84,000 ","$80,000 "
2016,HOU,HOU,Kenny,Mansally,D,"$84,000 ","$77,500 "
2016,SJ,SJ,Andrew,Tarbell,GK,"$84,000 ","$70,000 "
2016,FCD,DAL,Aubrey,David,D,"$83,675 ","$62,508 "
2016,KC,KC,Jonathan,Kempin,GK,"$82,750 ","$82,750 "
2016,COL,COL,Caleb,Calvert,F,"$82,500 ","$75,000 "
2016,DC,DC,Andrea,Mancini,F,"$82,500 ","$82,500 "
2016,ORL,ORL,Luke,Boden,D,"$82,500 ","$82,500 "
2016,NE,NE,Mamadu,Cande,D,"$82,288 ","$75,000 "
2016,TFC,TOR,Tosaint,Ricketts,F,"$81,333 ","$63,000 "
2016,RBNY,NYRB,Tyler,Adams,M,"$81,042 ","$65,000 "
2016,COL,COL,Axel,Sjoberg,D,"$81,000 ","$66,000 "
2016,PHI,PHI,Matt,Jones,GK,"$80,625 ","$75,000 "
2016,PHI,PHI,Auston,Trusty,D,"$80,600 ","$51,500 "
2016,LAG,LA,Brian,Rowe,GK,"$80,000 ","$80,000 "
2016,ORL,ORL,Cristian,Higuita,M,"$80,000 ","$80,000 "
2016,ORL,ORL,Carlos,Rivas,M,"$80,000 ","$80,000 "
2016,SEA,SEA,Michael,Farfan,M,"$80,000 ","$80,000 "
2016,HOU,HOU,Zach,Steinberger,M,"$79,250 ","$63,000 "
2016,COL,COL,Dillon,Serna,M,"$79,000 ","$66,000 "
2016,TFC,TOR,Jordan,Hamilton,F,"$78,650 ","$66,150 "
2016,CHI,CHI,Jonathan,Campbell,D,"$78,125 ","$70,000 "
2016,DC,DC,Jared,Jeffrey,M,"$77,863 ","$71,663 "
2016,COL,COL,Eric,Miller,D,"$77,413 ","$66,413 "
2016,SEA,SEA,Damion,Lowe,D,"$77,413 ","$66,413 "
2016,CHI,CHI,Collin,Fernandez,M,"$77,000 ","$75,000 "
2016,FCD,DAL,Jesse,Gonzalez,GK,"$76,875 ","$67,500 "
2016,PHI,PHI,Kevin,Kratz,M,"$76,758 ","$62,508 "
2016,KC,KC,Saad,Abdul-Salaam,D,"$76,750 ","$63,000 "
2016,KC,KC,Connor,Hallisey,M,"$76,750 ","$63,000 "
2016,CHI,CHI,Matt,Lampson,GK,"$76,625 ","$71,250 "
2016,RBNY,NYRB,Ryan,Meara,GK,"$76,496 ","$75,246 "
2016,DC,DC,Charlie,Horton,GK,"$76,167 ","$70,000 "
2016,SEA,SEA,Joevin,Jones,D,"$76,167 ","$70,000 "
2016,KC,KC,Ever,Alvarado,D,"$75,167 ","$51,500 "
2016,RSL,RSL,John,Stertzer,M,"$75,167 ","$66,000 "
2016,KC,KC,Kevin,Ellis,D,"$75,150 ","$72,000 "
2016,LAG,LA,Rafael,Garcia,M,"$75,000 ","$75,000 "
2016,SJ,SJ,Leandro,Barrera,F,"$75,000 ","$75,000 "
2016,VAN,VAN,Samuel,Adekugbe,D,"$75,000 ","$70,000 "
2016,POR,POR,Jack,Barmby,M-F,"$73,800 ","$72,000 "
2016,MTL,MTL,Kyle,Fisher,D,"$73,375 ","$65,000 "
2016,RSL,RSL,Sebastian,Saucedo,M,"$73,000 ","$62,500 "
2016,CHI,CHI,Patrick,McLain,GK,"$72,500 ","$72,500 "
2016,FCD,DAL,Carlos,Ruiz,F,"$72,000 ","$72,000 "
2016,ORL,ORL,Devron,Garcia,M-F,"$70,938 ","$62,500 "
2016,VAN,VAN,Kianz,Froese,M,"$70,500 ","$66,000 "
2016,FCD,DAL,Michael,Barrios,M,"$70,000 ","$70,000 "
2016,KC,KC,Cameron,Porter,F,"$69,750 ","$62,500 "
2016,PHI,PHI,Richard,Marquez,D,"$69,400 ","$63,000 "
2016,POR,POR,Ben,Polk,F,"$68,750 ","$62,500 "
2016,SEA,SEA,Darwin,Jones,F,"$68,750 ","$62,500 "
2016,VAN,VAN,Deybi,Flores,M,"$68,385 ","$62,500 "
2016,PHI,PHI,Keegan,Rosenberry,D,"$68,313 ","$62,500 "
2016,COL,COL,Jared,Watts,D-M,"$68,000 ","$68,000 "
2016,CLB,CLB,Adam,Jahn,F,"$67,500 ","$67,500 "
2016,MTL,MTL,Donny,Toia,D,"$67,500 ","$67,500 "
2016,RSL,RSL,Devon,Sandoval,F,"$67,500 ","$67,500 "
2016,RSL,RSL,Chris,Schuler,D,"$67,500 ","$62,500 "
2016,VAN,VAN,Marco,Bustos,M,"$67,350 ","$62,500 "
2016,COL,COL,Conor,Doyle,F,"$67,250 ","$66,000 "
2016,ORL,ORL,Hadji,Barry,F,"$67,063 ","$62,500 "
2016,CLB,CLB,Cristian,Martinez,M,"$67,008 ","$62,508 "
2016,RBNY,NYRB,Alex,Muyl,F,"$66,500 ","$62,500 "
2016,SEA,SEA,Victor,Mansaray,F,"$66,000 ","$62,500 "
2016,COL,COL,Michael,Azira,M,"$65,827 ","$63,000 "
2016,KC,KC,Erik,Palmer-Brown,D,"$65,500 ","$65,000 "
2016,RBNY,NYRB,Connor,Lade,D,"$65,313 ","$62,500 "
2016,LAG,LA,Daniel,Steres,D,"$65,086 ","$62,500 "
2016,POR,POR,Chris,Konopka,GK,"$65,000 ","$62,500 "
2016,VAN,VAN,Brett,Levis,D,"$65,000 ","$62,500 "
2016,LAG,LA,Oscar,Sorto,D,"$64,875 ","$63,000 "
2016,POR,POR,Andy,Thoma,D,"$64,000 ","$62,500 "
2016,SEA,SEA,Aaron,Kovar,M,"$63,200 ","$63,000 "
2016,CLB,CLB,Chad,Barson,D,"$63,000 ","$63,000 "
2016,CLB,CLB,Brad,Stuver,GK,"$63,000 ","$63,000 "
2016,COL,COL,John,Berner,GK,"$63,000 ","$63,000 "
2016,DC,DC,Miguel,Aguilar,M,"$63,000 ","$63,000 "
2016,KC,KC,Alec,Kann,GK,"$63,000 ","$63,000 "
2016,KC,KC,Jimmy,Medranda,D,"$63,000 ","$63,000 "
2016,LAG,LA,Bradford,Jamieson,F,"$63,000 ","$63,000 "
2016,LAG,LA,David,Romney,D,"$63,000 ","$63,000 "
2016,MTL,MTL,Anthony,Jackson-Hamel,F,"$63,000 ","$63,000 "
2016,MTL,MTL,Wandrille,Lefevre,D,"$63,000 ","$63,000 "
2016,NE,NE,Donnie,Smith,M,"$63,000 ","$63,000 "
2016,NE,NE,London,Woodberry,D,"$63,000 ","$63,000 "
2016,NYC,NYCFC,RJ,Allen,D,"$63,000 ","$63,000 "
2016,RBNY,NYRB,Chris,Duvall,D,"$63,000 ","$63,000 "
2016,RBNY,NYRB,Karl,Ouimette,D,"$63,000 ","$63,000 "
2016,ORL,ORL,Harrison,Heath,M,"$63,000 ","$63,000 "
2016,ORL,ORL,Pedro,Ribeiro,M-F,"$63,000 ","$63,000 "
2016,ORL,ORL,Tyler,Turner,D,"$63,000 ","$63,000 "
2016,PHI,PHI,Leo,Fernandes,M,"$63,000 ","$63,000 "
2016,RSL,RSL,Eduardo,Fernandez,GK,"$63,000 ","$63,000 "
2016,SEA,SEA,Jimmy,Ockford,D,"$63,000 ","$63,000 "
2016,SEA,SEA,Dylan,Remick,D,"$63,000 ","$63,000 "
2016,SJ,SJ,Bryan,Meredith,GK,"$63,000 ","$63,000 "
2016,SJ,SJ,Mark,Sherrod,F,"$63,000 ","$63,000 "
2016,TFC,TOR,Nick,Hagglund,D,"$63,000 ","$63,000 "
2016,TFC,TOR,Daniel,Lovitz,M,"$63,000 ","$63,000 "
2016,TFC,TOR,Chris,Mannella,M,"$63,000 ","$63,000 "
2016,TFC,TOR,Quillan,Roberts,GK,"$63,000 ","$63,000 "
2016,TFC,TOR,Clement,Simonin,D,"$63,000 ","$63,000 "
2016,VAN,VAN,Marco,Carducci,GK,"$63,000 ","$63,000 "
2016,CLB,CLB,Dilly,Duka,M,"$62,508 ","$62,508 "
2016,FCD,DAL,Ryan,Herman,GK,"$62,508 ","$62,508 "
2016,DC,DC,Rob,Vincent,M-F,"$62,508 ","$62,508 "
2016,HOU,HOU,Kevin,Garcia,D,"$62,508 ","$62,508 "
2016,NE,NE,Cody,Cropper,F,"$62,508 ","$62,508 "
2016,NYC,NYCFC,Andre,Rawls,GK,"$62,508 ","$62,508 "
2016,RSL,RSL,Ricardo,Velazco,F,"$62,508 ","$62,508 "
2016,SEA,SEA,Tyler,Miller,GK,"$62,508 ","$62,508 "
2016,SEA,SEA,Nathan,Sturgis,M,"$62,508 ","$62,508 "
2016,CHI,CHI,Drew,Conner,M,"$62,500 ","$62,500 "
2016,FCD,DAL,Mauro,Rosales,M,"$62,500 ","$62,500 "
2016,DC,DC,Luke,Mishu,D,"$62,500 ","$62,500 "
2016,HOU,HOU,Jalil,Anibaba,D,"$62,500 ","$62,500 "
2016,HOU,HOU,Yair,Arboleda,M,"$62,500 ","$62,500 "
2016,HOU,HOU,Sebastien,Ibeagha,D,"$62,500 ","$62,500 "
2016,LAG,LA,Clement,Diop,GK,"$62,500 ","$62,500 "
2016,LAG,LA,Jack,McBean,F,"$62,500 ","$62,500 "
2016,LAG,LA,Raul,Mendiola,F,"$62,500 ","$62,500 "
2016,NE,NE,Zachary,Herivaux,M,"$62,500 ","$62,500 "
